id,name,type,synonyms
HP:0000298,Mask-like facies,Phenotype,Amimia | Expressionless face | Lack of facial expression | Mask-like facial appearance | Masklike facies
HP:0000300,Oval face,Phenotype,Oval facial shape | Oval facies
HP:0000301,Abnormality of facial musculature,Phenotype,Abnormality of facial muscles | Facial muscle issue
HP:0000303,Mandibular prognathia,Phenotype,Hypertrophy of lower jaw | Hypertrophy of mandible | Big lower jaw | Big mandible | Enlarged mandible | Enlargement of mandible | Hyperplasia of lower jaw | Increased projection of lower jaw | Increased projection of mandible | Increased size of lower jaw | Large lower jaw | Large mandible | Lower jaw excess | Lower jaw hyperplasia | Macromandible | Mandible prognathism | Mandibular excess | Mandibular hyperplasia | Mandibular macrognathia | Mandibular prognathism | Prognathia | Prognathism | Prominent chin | Prominent jaw | Prominent lower jaw | Prominent mandible | Relative mandibular prognathism | Increased size of mandible
HP:0000306,Abnormality of the chin,Phenotype,Abnormality of the menton | Anomaly of the chin | Deformity of the chin | Malformation of the chin
HP:0000307,Pointed chin,Phenotype,Pointed mention region | Pointy chin | Small pointed chin | Witch's chin
HP:0000308,Microretrognathia,Phenotype,Retromicrognathia | Small retruded chin
HP:0000309,Abnormal midface morphology,Phenotype,Abnormal morphology of the midface | Abnormality of the midface | Anomaly of the midface | Deformity of the midface | Malformation of the midface
HP:0000311,Round face,Phenotype,"Round, full face | Circular face | Round facial appearance | Round facial shape | Round facies"
HP:0000315,Abnormality of the orbital region,Phenotype,Abnormality of the eye region | Abnormality of the region around the eyes | Anomaly of the orbital region of the face | Deformity of the orbital region of the face | Malformation of the orbital region of the face
HP:0000316,Hypertelorism,Phenotype,Excessive orbital separation | Increased distance between eye sockets | Increased distance between eyes | Increased interpupillary distance | Ocular hypertelorism | Wide-set eyes | Widely spaced eyes | Widened interpupillary distance
HP:0000317,Facial myokymia,Phenotype,Involuntary facial contraction | Involuntary facial quivering
HP:0000319,Smooth philtrum,Phenotype,"Decreased depth of philtrum | Flat philtrum | Indistinct philtrum | Philtrum, smooth | Shallow philtrum | Simple philtrum"
HP:0000320,Bird-like facies,Phenotype,Bird-like facial appearance
HP:0000321,Square face,Phenotype,Square facial shape | Square facies
HP:0000322,Short philtrum,Phenotype,Decreased height of philtrum | Decreased length of philtrum | Decreased vertical dimension of philtrum | Vertical hypoplasia of philtrum
HP:0000324,Facial asymmetry,Phenotype,Asymmetric facies | Asymmetry of face | Asymmetry of right and left side of face | Crooked face | Unsymmetrical face | Unbalanced face | Unequal sides of face | Uneven face | Uneven sides of face
HP:0000325,Triangular face,Phenotype,Face with broad temples and narrow chin | Inverted triangular face | Triangular facial shape | Triangular facies
HP:0000326,Abnormal maxilla morphology,Phenotype,Abnormality of the maxilla | Abnormality of the upper jaw bone | Abnormality of the upper jaw bones | Anomaly of the maxilla | Deformity of the maxilla | Deformity of the upper jaw bones | Malformation of the maxilla | Malformation of the upper jaw bones
HP:0000327,Hypoplasia of the maxilla,Phenotype,Deficiency of upper jaw bones | Decreased size of maxilla | Decreased size of upper jaw | Hypoplasia of upper jaw bones | Hypoplastic maxillary bones | Maxillary deficiency | Maxillary hypoplasia | Maxillary micrognathia | Maxillary retrognathia | Maxillary retrusion | Micromaxilla | Small maxilla | Small upper jaw | Small upper jaw bones | Upper jaw deficiency | Upper jaw retrusion | Decreased projection of maxilla | Decreased projection of upper jaw | Hypotrophic maxilla | Hypotrophic upper jaw bones | Retrognathia of upper jaw | Retrusion of upper jaw bones
HP:0000329,Facial hemangioma,Phenotype,Facial hemangiomata
HP:0000331,Short chin,Phenotype,Decreased height of chin | Short lower third of face | Vertical deficiency of chin | Vertical hypoplasia of chin | Small chin
HP:0000336,Prominent supraorbital ridges,Phenotype,Prominent brow | Prominent supraorbital margins | Prominent supraorbital ridge | Protruding supraorbital ridge | Supraorbital hyperostosis | Hyperplasia of supraorbital margins | Hyperplasia of supraorbital ridge | Hypertrophy of supraorbital margins | Hypertrophy of supraorbital ridge
HP:0000337,Broad forehead,Phenotype,Bitemporal widening | Increased bitemporal dimension | Increased bitemporal width | Increased width of the forehead | Intertemporal widening | Wide forehead
HP:0000338,Hypomimic face,Phenotype,Dull facial expression | Hypomimia | Decreased facial expressions | Decreased facial muscle movement
HP:0000339,Pugilistic facies,Phenotype,Boxer-like facial appearance | Pugilistic facial appearance
HP:0000340,Sloping forehead,Phenotype,Inclined forehead | Posteriorly sloping forehead | Receding forehead
HP:0000341,Narrow forehead,Phenotype,Bitemporal narrowing | Bitemporal narrowness | Bitemporal skull narrowing | Decreased width of the forehead | Intertemporal narrowing | Narrow bitemporal diameter | Narrow bitemporal width | Temporal narrowness
HP:0000343,Long philtrum,Phenotype,Elongated philtrum | Increased height of philtrum | Increased length of philtrum | Increased vertical dimension of philtrum | Vertical hyperplasia of philtrum
HP:0000346,Whistling appearance,Phenotype,Whistling facial appearance
HP:0000347,Micrognathia,Phenotype,Deficiency of lower jaw | Decreased size of lower jaw | Decreased size of mandible | Hypoplasia of lower jaw | Hypoplasia of mandible | Hypoplastic mandible | Hypoplastic mandible condyle | Hypotrophic lower jaw | Hypotrophic mandible | Little lower jaw | Little mandible | Lower jaw deficiency | Lower jaw hypoplasia | Mandibular deficiency | Mandibular hypoplasia | Mandibular micrognathia | Micrognathia of lower jaw | Micromandible | Robin mandible | Severe hypoplasia of mandible | Small jaw | Small lower jaw | Small mandible | Underdevelopment of lower jaw | Underdevelopment of mandible | Decreased projection of lower jaw | Decreased projection of mandible
HP:0000348,High forehead,Phenotype,Tall forehead
HP:0000349,Widow's peak,Phenotype,Hairline peak | Hairline point | Pointed frontal hairline | Pointed hairline at front of head | V-shaped frontal hairline
HP:0000350,Small forehead,Phenotype,Decreased size of forehead | Decreased size of frontal region of face | Hypoplasia of forehead | Hypotrophic forehead
HP:0000356,Abnormality of the outer ear,Phenotype,Abnormal pinnae | Abnormality of the auricle | Abnormality of the external ear | Ear anomalies | External ear malformation | External ear malformations | Malformed pinnae | Outer ear abnormality
HP:0000357,Abnormal location of ears,Phenotype,External ear position defect
HP:0000358,Posteriorly rotated ears,Phenotype,"Ear, posterior angulation, increased | Ears rotated toward back of head | Posteriorly angulated ears | Posteriorly rotated | Posteriorly rotated auricles | Posteriorly-angulated ears | Posteriorly-rotated ears"
HP:0000359,Abnormality of the inner ear,Phenotype,Inner ear abnormality
HP:0000360,Tinnitus,Phenotype,Ringing in ears | Ringing in the ears
HP:0000361,obsolete Pulsatile tinnitus (tympanic paraganglioma),Phenotype,
HP:0000362,Otosclerosis,Phenotype,
HP:0000363,Abnormal earlobe morphology,Phenotype,Abnormal earlobe | Abnormal lobe of ear | Abnormality of auricular lobule | Abnormality of ear lobe | Abnormality of earlobe | Abnormality of lobulus auriculae
HP:0000364,Hearing abnormality,Phenotype,Abnormal hearing
HP:0000365,Hearing impairment,Phenotype,Deafness | Hearing defect | Hypacusis | Hearing loss | Hypoacusis
HP:0000366,Abnormality of the nose,Phenotype,Anomaly of the nose | Nasal abnormality | Nasal anomaly | Deformity of the nose | Malformation of the nose | Nasal deformity | Nasal malformation
HP:0000368,"obsolete Low-set, posteriorly rotated ears",Phenotype,
HP:0000369,Low-set ears,Phenotype,Low set ears | Low-set pinnae | Lowset ears | Melotia
HP:0000370,Abnormality of the middle ear,Phenotype,Middle ear abnormalities | Middle ear abnormality
HP:0000371,Acute otitis media,Phenotype,Acute middle ear infection
HP:0000372,Abnormal auditory canal morphology,Phenotype,Abnormality of the auditory canal | Auditory canal abnormality
HP:0000375,Abnormal cochlea morphology,Phenotype,Abnormality of cochlea
HP:0000376,Incomplete partition of the cochlea type II,Phenotype,Cochlear malformation defect (Mondini dysplasia) | Mondini defect | Mondini dysplasia | Mondini malformation
HP:0000377,Abnormal pinna morphology,Phenotype,Abnormal form of ears | Abnormally shaped ears | Auricular malformation | Deformed auricles | Deformed ears | Dysplastic ears | Malformation of auricle | Malformed auricles | Malformed ears | Malformed external ears | Minor malformation of the auricles | Poorly defined conchae
HP:0000378,Cupped ear,Phenotype,"Cup-shaped ears | Simple, cup-shaped ears | Capuchin ears | Cupped ears"
HP:0000381,Stapes ankylosis,Phenotype,Stapes fixation
HP:0000383,Abnormal periauricular region morphology,Phenotype,Abnormality of periauricular region | Abnormality of the region around the ear | Anomaly of the periauricular region | Deformity of the periauricular region | Malformation of the periauricular region
HP:0000384,Preauricular skin tag,Phenotype,Skin tag in front of the ear | Skin tag on the posterior cheek | Ear tag | Periauricular skin tag | Preauricular acrochordon | Preauricular fibroepithelial polyp | Preauricular skin tags | Preauricular tag | Preauricular tags
HP:0000385,Small earlobe,Phenotype,Hypoplastic earlobes | Hypoplastic lobules | Small earlobes
HP:0000387,Absent earlobe,Phenotype,"Absent ear lobes | Earlobe, absent | Lobeless ears | Lobule aplasia"
HP:0000388,Otitis media,Phenotype,Middle ear infection
HP:0000389,Chronic otitis media,Phenotype,"Chronic infections of the middle ear | Otitis media, chronic | Chronic ear infection | Chronic middle ear infection"
HP:0000391,Thickened helices,Phenotype,Thick helix
HP:0000394,Lop ear,Phenotype,
HP:0000395,Prominent antihelix,Phenotype,
HP:0000396,Overfolded helix,Phenotype,Over-folded helices | Overfolded ears | Overfolded helices
HP:0000399,Prelingual sensorineural hearing impairment,Phenotype,"Deafness, sensorineural, prelingual | Prelingual sensorineural deafness"
HP:0000400,Macrotia,Phenotype,Large ears | Large pinnae
HP:0000402,Stenosis of the external auditory canal,Phenotype,Narrow ear canal | External auditory canal stenosis | Narrow auditory canals | Narrow external auditory canals | Narrow external auditory meatus | Narrowing of passageway from outer ear to middle ear | Stenotic external auditory canal
HP:0000403,Recurrent otitis media,Phenotype,"Frequent otitis media | Multiple episodes of otitis media | Otitis media, recurrent | Recurrent episodes of otitis media | Recurrent middle ear infection | Susceptibility to otitis media"
HP:0000405,Conductive hearing impairment,Phenotype,"Conduction deafness | Conductive deafness | Conductive hearing loss | Hearing loss, conductive"
HP:0000407,Sensorineural hearing impairment,Phenotype,"Hearing loss, sensorineural | Sensorineural deafness | Sensorineural hearing loss"
HP:0000408,Progressive sensorineural hearing impairment,Phenotype,"Bilateral progressive sensorineural hearing loss | Hearing loss, progressive sensorineural | Hearing loss, sensorineural, bilateral, progressive | Hearing loss, sensorineural, progressive | Progressive bilateral sensorineural hearing loss | Sensorineural hearing loss, progressive"
HP:0000410,Mixed hearing impairment,Phenotype,"Hearing loss, mixed | Mixed hearing loss"
HP:0000411,Protruding ear,Phenotype,Prominent ear | Prominent ears | Protruding ears
HP:0000413,Atresia of the external auditory canal,Phenotype,Absent auditory canals | Absent ear canal | Absent external auditory canals | Atretic auditory canal | Atretic auditory canals | Atretic external auditory canal | Atretic external auditory canals | Auditory canal atresia | External acoustic meatus atresia | External auditory canal atresia | External auditory meatal atresia | External auditory meatus atresia | Atresia of the external auditory canals
HP:0000414,Bulbous nose,Phenotype,Bulbous nasal tip | Potato nose
HP:0000415,Abnormal choanae morphology,Phenotype,Abnormality of the choanae
HP:0000417,Slender nose,Phenotype,
HP:0000418,Narrow nasal ridge,Phenotype,Decreased width of dorsum of nose | Decreased width of nasal dorsum | Decreased width of nasal ridge | Narrow dorsum of nose | Narrow nasal dorsum | Pinched nose | Thin dorsum of nose | Thin nasal dorsum | Thin nasal ridge
HP:0000419,Abnormal nasal septum morphology,Phenotype,Abnormality of septum of nose | Abnormality of the nasal septum | Anomaly of nasal septum | Anomaly of septum of nose
HP:0000420,Short nasal septum,Phenotype,Decreased length of nasal septum | Decreased length of septum of nose | Short septum of nose
HP:0000421,Epistaxis,Phenotype,Bloody nose | Frequent nosebleeds | Nasal haemorrhage | Nasal hemorrhage | Nose bleed | Nose bleeding | Nosebleed
HP:0000422,Abnormal nasal bridge morphology,Phenotype,Abnormality of the bridge of the nose | Abnormality of the nasal bridge | Abnormality of the nasal root | Deformity of the bridge of the nose | Deformity of the nasal bridge | Malformation of the bridge of the nose | Malformation of the nasal bridge
HP:0000426,Prominent nasal bridge,Phenotype,Elevated nasal bridge | High nasal bridge | Prominent bridge of nose | Prominent nasal root | Protruding bridge of nose | Protruding nasal bridge | Convex bridge of nose | Convex nasal bridge
HP:0000429,Abnormal morphology of the nasal alae,Phenotype,Abnormality of the nasal ala | Abnormality of the nasal alae | Abnormality of the nasal alar cartilage | Deformity of the nasal ala | Deformity of the nasal alar cartilage | Malformation of the nasal ala | Malformation of the nasal alar cartilage
HP:0000430,Underdeveloped nasal alae,Phenotype,"Ala nasi, underdeveloped | Alar cartilage hypoplasia | Decreased size of nasal alae | Hypoplastic alae nasae | Hypoplastic alae nasi | Hypoplastic alar cartilage | Hypoplastic alar nasae | Hypoplastic nares | Hypoplastic nasal alae | Hypoplastic nasal wings | Hypoplastic nostrils | Nasal cartilage hypoplasia | Small nasal alae | Thin hypoplastic alae nasi | Underdeveloped tissue around nostril"
